国名,訪日外客数,年月日
オランダ,1963.0,2011/12/01
オーストリア,671.0,2011/12/01
カナダ,10466.0,2011/12/01
シンガポール,22868.0,2011/12/01
スイス,1396.0,2011/12/01
スウェーデン,1857.0,2011/12/01
スペイン,2435.0,2011/12/01
タイ,18760.0,2011/12/01
デンマーク,744.0,2011/12/01
トルコ,677.0,2011/12/01
ドイツ,6399.0,2011/12/01
ニュージーランド,2562.0,2011/12/01
ノルウェー,604.0,2011/12/01
フィリピン,5787.0,2011/12/01
フィンランド,1056.0,2011/12/01
フランス,8238.0,2011/12/01
ブラジル,3925.0,2011/12/01
ベトナム,2826.0,2011/12/01
ベルギー,829.0,2011/12/01
ポルトガル,774.0,2011/12/01
ポーランド,658.0,2011/12/01
マレーシア,13572.0,2011/12/01
メキシコ,1310.0,2011/12/01
ヨーロッパ計,49540.0,2011/12/01
ロシア,2974.0,2011/12/01
中国,79688.0,2011/12/01
北アメリカ計,63459.0,2011/12/01
南アメリカ計,4954.0,2011/12/01
台湾,77915.0,2011/12/01
無国籍・その他,41.0,2011/12/01
米国,51366.0,2011/12/01
英国,11954.0,2011/12/01
豪州,18471.0,2011/12/01
韓国,141536.0,2011/12/01
香港,44502.0,2011/12/01
アイルランド,697.0,2011/2/01
アフリカ計,1369.0,2011/2/01
イスラエル,489.0,2011/2/01
イタリア,3450.0,2011/2/01
インド,4693.0,2011/2/01
インドネシア,4109.0,2011/2/01
オセアニア計,23945.0,2011/2/01
オランダ,2152.0,2011/2/01
オーストリア,903.0,2011/2/01
カナダ,10326.0,2011/2/01
シンガポール,12474.0,2011/2/01
スイス,1428.0,2011/2/01
スウェーデン,1722.0,2011/2/01
スペイン,1768.0,2011/2/01
タイ,13597.0,2011/2/01
デンマーク,1142.0,2011/2/01
トルコ,514.0,2011/2/01
ドイツ,8564.0,2011/2/01
ニュージーランド,2288.0,2011/2/01
ノルウェー,853.0,2011/2/01
フィリピン,4643.0,2011/2/01
フィンランド,1077.0,2011/2/01
フランス,8999.0,2011/2/01
ブラジル,1118.0,2011/2/01
ベトナム,3371.0,2011/2/01
ベルギー,1021.0,2011/2/01
ポルトガル,594.0,2011/2/01
ポーランド,501.0,2011/2/01
マレーシア,9133.0,2011/2/01
メキシコ,1116.0,2011/2/01
ヨーロッパ計,54859.0,2011/2/01
ロシア,3259.0,2011/2/01
中国,105362.0,2011/2/01
北アメリカ計,56934.0,2011/2/01
南アメリカ計,2394.0,2011/2/01
台湾,93446.0,2011/2/01
無国籍・その他,63.0,2011/2/01
米国,45135.0,2011/2/01
英国,14119.0,2011/2/01
豪州,21467.0,2011/2/01
韓国,231640.0,2011/2/01
香港,49311.0,2011/2/01
アイルランド,572.0,2011/3/01
アフリカ計,1089.0,2011/3/01
イスラエル,470.0,2011/3/01
イタリア,2310.0,2011/3/01
インド,3475.0,2011/3/01
インドネシア,3863.0,2011/3/01
オセアニア計,12627.0,2011/3/01
オランダ,1445.0,2011/3/01
オーストリア,503.0,2011/3/01
カナダ,7852.0,2011/3/01
シンガポール,6290.0,2011/3/01
スイス,968.0,2011/3/01
スウェーデン,1344.0,2011/3/01
スペイン,1241.0,2011/3/01
タイ,11718.0,2011/3/01
デンマーク,708.0,2011/3/01
トルコ,464.0,2011/3/01
ドイツ,4950.0,2011/3/01
ニュージーランド,1628.0,2011/3/01
ノルウェー,598.0,2011/3/01
フィリピン,4532.0,2011/3/01
フィンランド,833.0,2011/3/01
フランス,5798.0,2011/3/01
ブラジル,852.0,2011/3/01
ベトナム,3220.0,2011/3/01
ベルギー,651.0,2011/3/01
ポルトガル,331.0,2011/3/01
ポーランド,473.0,2011/3/01
マレーシア,5483.0,2011/3/01
メキシコ,803.0,2011/3/01
ヨーロッパ計,36937.0,2011/3/01
ロシア,2091.0,2011/3/01
中国,62450.0,2011/3/01
北アメリカ計,47907.0,2011/3/01
南アメリカ計,1674.0,2011/3/01
台湾,42095.0,2011/3/01
無国籍・その他,20.0,2011/3/01
米国,38934.0,2011/3/01
英国,10127.0,2011/3/01
豪州,10853.0,2011/3/01
韓国,89121.0,2011/3/01
香港,14116.0,2011/3/01
アイルランド,471.0,2011/4/01
アフリカ計,1195.0,2011/4/01
イスラエル,359.0,2011/4/01
イタリア,1274.0,2011/4/01
インド,4715.0,2011/4/01
インドネシア,2874.0,2011/4/01
オセアニア計,8044.0,2011/4/01
オランダ,1231.0,2011/4/01
オーストリア,287.0,2011/4/01
カナダ,5292.0,2011/4/01
シンガポール,2360.0,2011/4/01
スイス,823.0,2011/4/01
スウェーデン,1149.0,2011/4/01
スペイン,943.0,2011/4/01
タイ,8001.0,2011/4/01
デンマーク,456.0,2011/4/01
トルコ,319.0,2011/4/01
ドイツ,3268.0,2011/4/01
ニュージーランド,1407.0,2011/4/01
ノルウェー,387.0,2011/4/01
フィリピン,5706.0,2011/4/01
フィンランド,671.0,2011/4/01
フランス,5472.0,2011/4/01
ブラジル,836.0,2011/4/01
ベトナム,3787.0,2011/4/01
ベルギー,542.0,2011/4/01
ポルトガル,163.0,2011/4/01
ポーランド,428.0,2011/4/01
マレーシア,3462.0,2011/4/01
メキシコ,694.0,2011/4/01
ヨーロッパ計,28891.0,2011/4/01
ロシア,1646.0,2011/4/01
中国,76164.0,2011/4/01
北アメリカ計,36051.0,2011/4/01
南アメリカ計,1422.0,2011/4/01
台湾,35800.0,2011/4/01
無国籍・その他,28.0,2011/4/01
米国,29788.0,2011/4/01
英国,8010.0,2011/4/01
豪州,6490.0,2011/4/01
韓国,63790.0,2011/4/01
香港,5774.0,2011/4/01
アイルランド,529.0,2011/5/01
アフリカ計,1247.0,2011/5/01
イスラエル,426.0,2011/5/01
イタリア,1543.0,2011/5/01
インド,5140.0,2011/5/01
インドネシア,3550.0,2011/5/01
オセアニア計,9067.0,2011/5/01
オランダ,1484.0,2011/5/01
オーストリア,380.0,2011/5/01
カナダ,5779.0,2011/5/01
シンガポール,6999.0,2011/5/01
スイス,922.0,2011/5/01
スウェーデン,1455.0,2011/5/01
スペイン,993.0,2011/5/01
タイ,8457.0,2011/5/01
デンマーク,648.0,2011/5/01
トルコ,370.0,2011/5/01
ドイツ,4391.0,2011/5/01
ニュージーランド,1521.0,2011/5/01
ノルウェー,416.0,2011/5/01
フィリピン,4989.0,2011/5/01
フィンランド,722.0,2011/5/01
フランス,5864.0,2011/5/01
ブラジル,866.0,2011/5/01
ベトナム,2636.0,2011/5/01
ベルギー,700.0,2011/5/01
ポルトガル,259.0,2011/5/01
ポーランド,402.0,2011/5/01
マレーシア,4139.0,2011/5/01
メキシコ,731.0,2011/5/01
ヨーロッパ計,33264.0,2011/5/01
ロシア,2049.0,2011/5/01
中国,58608.0,2011/5/01
北アメリカ計,47563.0,2011/5/01
南アメリカ計,1619.0,2011/5/01
台湾,67958.0,2011/5/01
無国籍・その他,32.0,2011/5/01
米国,40770.0,2011/5/01
英国,8629.0,2011/5/01
豪州,7406.0,2011/5/01
韓国,84014.0,2011/5/01
香港,11584.0,2011/5/01
アイルランド,597.0,2011/6/01
アフリカ計,1386.0,2011/6/01
イスラエル,469.0,2011/6/01
イタリア,1721.0,2011/6/01
インド,4522.0,2011/6/01
インドネシア,4855.0,2011/6/01
オセアニア計,11069.0,2011/6/01
オランダ,1454.0,2011/6/01
オーストリア,446.0,2011/6/01
カナダ,6134.0,2011/6/01
シンガポール,8947.0,2011/6/01
スイス,1068.0,2011/6/01
スウェーデン,1661.0,2011/6/01
スペイン,1032.0,2011/6/01
タイ,7507.0,2011/6/01
デンマーク,728.0,2011/6/01
トルコ,409.0,2011/6/01
ドイツ,4921.0,2011/6/01
ニュージーランド,1463.0,2011/6/01
ノルウェー,602.0,2011/6/01
フィリピン,3993.0,2011/6/01
フィンランド,834.0,2011/6/01
フランス,5954.0,2011/6/01
ブラジル,900.0,2011/6/01
ベトナム,2706.0,2011/6/01
ベルギー,747.0,2011/6/01
ポルトガル,502.0,2011/6/01
ポーランド,523.0,2011/6/01
マレーシア,4683.0,2011/6/01
メキシコ,971.0,2011/6/01
ヨーロッパ計,35272.0,2011/6/01
ロシア,2023.0,2011/6/01
中国,61419.0,2011/6/01
北アメリカ計,58054.0,2011/6/01
南アメリカ計,1748.0,2011/6/01
台湾,87693.0,2011/6/01
無国籍・その他,50.0,2011/6/01
米国,50648.0,2011/6/01
英国,8487.0,2011/6/01
豪州,9362.0,2011/6/01
韓国,103817.0,2011/6/01
香港,28522.0,2011/6/01
アイルランド,761.0,2011/7/01
アフリカ計,1425.0,2011/7/01
イスラエル,637.0,2011/7/01
イタリア,2535.0,2011/7/01
インド,5092.0,2011/7/01
インドネシア,4594.0,2011/7/01
オセアニア計,12518.0,2011/7/01
オランダ,2630.0,2011/7/01
オーストリア,758.0,2011/7/01
カナダ,8010.0,2011/7/01
シンガポール,7870.0,2011/7/01
スイス,1591.0,2011/7/01
スウェーデン,1701.0,2011/7/01
スペイン,1950.0,2011/7/01
タイ,12180.0,2011/7/01
デンマーク,1177.0,2011/7/01
トルコ,542.0,2011/7/01
ドイツ,6460.0,2011/7/01
ニュージーランド,2108.0,2011/7/01
ノルウェー,782.0,2011/7/01
フィリピン,4805.0,2011/7/01
フィンランド,725.0,2011/7/01
フランス,9072.0,2011/7/01
ブラジル,1294.0,2011/7/01
ベトナム,3029.0,2011/7/01
ベルギー,1076.0,2011/7/01
ポルトガル,589.0,2011/7/01
ポーランド,610.0,2011/7/01
マレーシア,5730.0,2011/7/01
メキシコ,1235.0,2011/7/01
ヨーロッパ計,50563.0,2011/7/01
ロシア,2916.0,2011/7/01
中国,86963.0,2011/7/01
北アメリカ計,61787.0,2011/7/01
南アメリカ計,2276.0,2011/7/01
台湾,113460.0,2011/7/01
無国籍・その他,45.0,2011/7/01
米国,52127.0,2011/7/01
英国,12519.0,2011/7/01
豪州,10108.0,2011/7/01
韓国,140053.0,2011/7/01
香港,40524.0,2011/7/01
アイルランド,624.0,2011/8/01
アフリカ計,1498.0,2011/8/01
イスラエル,453.0,2011/8/01
イタリア,2538.0,2011/8/01
インド,4485.0,2011/8/01
インドネシア,5317.0,2011/8/01
オセアニア計,9551.0,2011/8/01
オランダ,1634.0,2011/8/01
オーストリア,540.0,2011/8/01
カナダ,8035.0,2011/8/01
シンガポール,5502.0,2011/8/01
スイス,1179.0,2011/8/01
スウェーデン,1397.0,2011/8/01
スペイン,2190.0,2011/8/01
タイ,8631.0,2011/8/01
デンマーク,647.0,2011/8/01
トルコ,487.0,2011/8/01
ドイツ,5681.0,2011/8/01
ニュージーランド,1666.0,2011/8/01
ノルウェー,475.0,2011/8/01
フィリピン,5364.0,2011/8/01
フィンランド,722.0,2011/8/01
フランス,8033.0,2011/8/01
ブラジル,1065.0,2011/8/01
ベトナム,3586.0,2011/8/01
ベルギー,734.0,2011/8/01
ポルトガル,771.0,2011/8/01
ポーランド,615.0,2011/8/01
マレーシア,5219.0,2011/8/01
メキシコ,1036.0,2011/8/01
ヨーロッパ計,43501.0,2011/8/01
ロシア,2582.0,2011/8/01
中国,102640.0,2011/8/01
北アメリカ計,56299.0,2011/8/01
南アメリカ計,2070.0,2011/8/01
台湾,99126.0,2011/8/01
無国籍・その他,30.0,2011/8/01
米国,46823.0,2011/8/01
英国,10800.0,2011/8/01
豪州,7631.0,2011/8/01
韓国,147030.0,2011/8/01
香港,38436.0,2011/8/01
アイルランド,832.0,2011/9/01
アフリカ計,2091.0,2011/9/01
イスラエル,675.0,2011/9/01
イタリア,3347.0,2011/9/01
インド,5944.0,2011/9/01
インドネシア,6520.0,2011/9/01
オセアニア計,15295.0,2011/9/01
オランダ,2108.0,2011/9/01
オーストリア,797.0,2011/9/01
カナダ,7434.0,2011/9/01
シンガポール,7671.0,2011/9/01
スイス,1535.0,2011/9/01
スウェーデン,2071.0,2011/9/01
スペイン,2237.0,2011/9/01
タイ,13701.0,2011/9/01
デンマーク,934.0,2011/9/01
トルコ,659.0,2011/9/01
ドイツ,7775.0,2011/9/01
ニュージーランド,1775.0,2011/9/01
ノルウェー,702.0,2011/9/01
フィリピン,5222.0,2011/9/01
フィンランド,874.0,2011/9/01
フランス,8376.0,2011/9/01
ブラジル,1568.0,2011/9/01
ベトナム,4156.0,2011/9/01
ベルギー,1073.0,2011/9/01
ポルトガル,594.0,2011/9/01
ポーランド,783.0,2011/9/01
マレーシア,8540.0,2011/9/01
メキシコ,1233.0,2011/9/01
ヨーロッパ計,52381.0,2011/9/01
ロシア,2765.0,2011/9/01
中国,112493.0,2011/9/01
北アメリカ計,56136.0,2011/9/01
南アメリカ計,2894.0,2011/9/01
台湾,84756.0,2011/9/01
無国籍・その他,28.0,2011/9/01
米国,46903.0,2011/9/01
英国,12121.0,2011/9/01
豪州,13222.0,2011/9/01
韓国,122436.0,2011/9/01
香港,28507.0,2011/9/01
アイルランド,827.0,2010/1/01
アフリカ計,1609.0,2010/1/01
イスラエル,715.0,2010/1/01
イタリア,3528.0,2010/1/01
インド,5758.0,2010/1/01
インドネシア,3735.0,2010/1/01
オセアニア計,30096.0,2010/1/01
オランダ,1995.0,2010/1/01
オーストリア,886.0,2010/1/01
カナダ,11132.0,2010/1/01
シンガポール,6577.0,2010/1/01
スイス,1317.0,2010/1/01
スウェーデン,1904.0,2010/1/01
スペイン,1767.0,2010/1/01
タイ,9881.0,2010/1/01
デンマーク,906.0,2010/1/01
トルコ,617.0,2010/1/01
ドイツ,6899.0,2010/1/01
ニュージーランド,2942.0,2010/1/01
ノルウェー,729.0,2010/1/01
フィリピン,6532.0,2010/1/01
フィンランド,1193.0,2010/1/01
フランス,8218.0,2010/1/01
ブラジル,1377.0,2010/1/01
ベトナム,2737.0,2010/1/01
ベルギー,895.0,2010/1/01
ポルトガル,524.0,2010/1/01
ポーランド,465.0,2010/1/01
マレーシア,4689.0,2010/1/01
メキシコ,1374.0,2010/1/01
ヨーロッパ計,51228.0,2010/1/01
ロシア,4119.0,2010/1/01
中国,92120.0,2010/1/01
北アメリカ計,61695.0,2010/1/01
南アメリカ計,2587.0,2010/1/01
台湾,89849.0,2010/1/01
無国籍・その他,43.0,2010/1/01
米国,48643.0,2010/1/01
英国,12261.0,2010/1/01
豪州,26904.0,2010/1/01
韓国,232053.0,2010/1/01
香港,30522.0,2010/1/01
アイルランド,1037.0,2010/10/01
アフリカ計,3090.0,2010/10/01
イスラエル,1910.0,2010/10/01
イタリア,6638.0,2010/10/01
インド,6603.0,2010/10/01
インドネシア,7010.0,2010/10/01
オセアニア計,19759.0,2010/10/01
オランダ,3688.0,2010/10/01
オーストリア,1860.0,2010/10/01
カナダ,13281.0,2010/10/01
シンガポール,13459.0,2010/10/01
スイス,3360.0,2010/10/01
スウェーデン,3467.0,2010/10/01
スペイン,4581.0,2010/10/01
タイ,27812.0,2010/10/01
デンマーク,1792.0,2010/10/01
トルコ,1147.0,2010/10/01
ドイツ,15302.0,2010/10/01
ニュージーランド,2735.0,2010/10/01
ノルウェー,1132.0,2010/10/01
フィリピン,6797.0,2010/10/01
フィンランド,1857.0,2010/10/01
フランス,16580.0,2010/10/01
ブラジル,2564.0,2010/10/01
ベトナム,4226.0,2010/10/01
ベルギー,1923.0,2010/10/01
ポルトガル,851.0,2010/10/01
ポーランド,1097.0,2010/10/01
マレーシア,9233.0,2010/10/01
メキシコ,2130.0,2010/10/01
ヨーロッパ計,94336.0,2010/10/01
ロシア,5426.0,2010/10/01
中国,106237.0,2010/10/01
北アメリカ計,82145.0,2010/10/01
南アメリカ計,4764.0,2010/10/01
台湾,105678.0,2010/10/01
無国籍・その他,65.0,2010/10/01
米国,65989.0,2010/10/01
英国,18505.0,2010/10/01
豪州,16659.0,2010/10/01
韓国,193829.0,2010/10/01
香港,30423.0,2010/10/01
アイルランド,978.0,2010/11/01
アフリカ計,2082.0,2010/11/01
イスラエル,978.0,2010/11/01
イタリア,4702.0,2010/11/01
インド,5357.0,2010/11/01
インドネシア,5615.0,2010/11/01
オセアニア計,17512.0,2010/11/01
オランダ,3038.0,2010/11/01
オーストリア,1258.0,2010/11/01
カナダ,11575.0,2010/11/01
シンガポール,23611.0,2010/11/01
スイス,2063.0,2010/11/01
スウェーデン,2604.0,2010/11/01
スペイン,2909.0,2010/11/01
タイ,18894.0,2010/11/01
デンマーク,1279.0,2010/11/01
トルコ,1378.0,2010/11/01
ドイツ,12463.0,2010/11/01
ニュージーランド,2058.0,2010/11/01
ノルウェー,984.0,2010/11/01
フィリピン,5894.0,2010/11/01
フィンランド,1579.0,2010/11/01
フランス,11121.0,2010/11/01
ブラジル,1635.0,2010/11/01
ベトナム,3772.0,2010/11/01
ベルギー,1486.0,2010/11/01
ポルトガル,646.0,2010/11/01
ポーランド,1058.0,2010/11/01
マレーシア,11055.0,2010/11/01
メキシコ,1608.0,2010/11/01
ヨーロッパ計,72212.0,2010/11/01
ロシア,4976.0,2010/11/01
中国,68385.0,2010/11/01
北アメリカ計,72774.0,2010/11/01
南アメリカ計,3437.0,2010/11/01
台湾,89412.0,2010/11/01
無国籍・その他,49.0,2010/11/01
米国,59083.0,2010/11/01
英国,15068.0,2010/11/01
豪州,15173.0,2010/11/01
韓国,197244.0,2010/11/01
香港,27432.0,2010/11/01
アイルランド,764.0,2010/12/01
アフリカ計,1493.0,2010/12/01
イスラエル,521.0,2010/12/01
イタリア,4238.0,2010/12/01
インド,4292.0,2010/12/01
インドネシア,11124.0,2010/12/01
オセアニア計,27890.0,2010/12/01
オランダ,2196.0,2010/12/01
オーストリア,932.0,2010/12/01
カナダ,12273.0,2010/12/01
シンガポール,36827.0,2010/12/01
スイス,1520.0,2010/12/01
スウェーデン,1826.0,2010/12/01
スペイン,2199.0,2010/12/01
タイ,19370.0,2010/12/01
デンマーク,777.0,2010/12/01
トルコ,578.0,2010/12/01
ドイツ,7405.0,2010/12/01
ニュージーランド,2901.0,2010/12/01
ノルウェー,591.0,2010/12/01
フィリピン,6339.0,2010/12/01
フィンランド,1175.0,2010/12/01
フランス,10168.0,2010/12/01
ブラジル,1837.0,2010/12/01
ベトナム,2833.0,2010/12/01
ベルギー,877.0,2010/12/01
ポルトガル,721.0,2010/12/01
ポーランド,474.0,2010/12/01
マレーシア,17451.0,2010/12/01
メキシコ,1344.0,2010/12/01
ヨーロッパ計,54862.0,2010/12/01
ロシア,3696.0,2010/12/01
中国,60493.0,2010/12/01
北アメリカ計,67964.0,2010/12/01
南アメリカ計,2819.0,2010/12/01
台湾,81477.0,2010/12/01
無国籍・その他,53.0,2010/12/01
米国,54003.0,2010/12/01
英国,12655.0,2010/12/01
豪州,24815.0,2010/12/01
韓国,202508.0,2010/12/01
香港,42622.0,2010/12/01
アイルランド,683.0,2010/2/01
アフリカ計,1599.0,2010/2/01
イスラエル,611.0,2010/2/01
イタリア,3332.0,2010/2/01
インド,3999.0,2010/2/01
インドネシア,3363.0,2010/2/01
オセアニア計,22917.0,2010/2/01
オランダ,2134.0,2010/2/01
オーストリア,938.0,2010/2/01
カナダ,11484.0,2010/2/01
シンガポール,10791.0,2010/2/01
スイス,1335.0,2010/2/01
スウェーデン,1848.0,2010/2/01
スペイン,1942.0,2010/2/01
タイ,9944.0,2010/2/01
デンマーク,1091.0,2010/2/01
トルコ,531.0,2010/2/01
ドイツ,7293.0,2010/2/01
ニュージーランド,2092.0,2010/2/01
ノルウェー,641.0,2010/2/01
フィリピン,4505.0,2010/2/01
フィンランド,1090.0,2010/2/01
フランス,8700.0,2010/2/01
ブラジル,892.0,2010/2/01
ベトナム,2652.0,2010/2/01
ベルギー,892.0,2010/2/01
ポルトガル,754.0,2010/2/01
ポーランド,457.0,2010/2/01
マレーシア,7943.0,2010/2/01
メキシコ,1001.0,2010/2/01
ヨーロッパ計,53585.0,2010/2/01
ロシア,2450.0,2010/2/01
中国,121494.0,2010/2/01
北アメリカ計,56502.0,2010/2/01
南アメリカ計,2009.0,2010/2/01
台湾,105416.0,2010/2/01
無国籍・その他,81.0,2010/2/01
米国,43645.0,2010/2/01
英国,15630.0,2010/2/01
豪州,20631.0,2010/2/01
韓国,197784.0,2010/2/01
香港,52235.0,2010/2/01
アイルランド,1076.0,2010/3/01
アフリカ計,1751.0,2010/3/01
イスラエル,1993.0,2010/3/01
イタリア,6235.0,2010/3/01
インド,5310.0,2010/3/01
インドネシア,6381.0,2010/3/01
オセアニア計,23142.0,2010/3/01
オランダ,3064.0,2010/3/01
オーストリア,1395.0,2010/3/01
カナダ,15125.0,2010/3/01
シンガポール,13469.0,2010/3/01
スイス,2667.0,2010/3/01
スウェーデン,3384.0,2010/3/01
スペイン,4338.0,2010/3/01
タイ,28340.0,2010/3/01
デンマーク,1742.0,2010/3/01
トルコ,886.0,2010/3/01
ドイツ,14141.0,2010/3/01
ニュージーランド,2445.0,2010/3/01
ノルウェー,1467.0,2010/3/01
フィリピン,7907.0,2010/3/01
フィンランド,1942.0,2010/3/01
フランス,13265.0,2010/3/01
ブラジル,1841.0,2010/3/01
ベトナム,4606.0,2010/3/01
ベルギー,1401.0,2010/3/01
ポルトガル,843.0,2010/3/01
ポーランド,928.0,2010/3/01
マレーシア,12130.0,2010/3/01
メキシコ,1906.0,2010/3/01
ヨーロッパ計,84323.0,2010/3/01
ロシア,4478.0,2010/3/01
中国,123314.0,2010/3/01
北アメリカ計,89040.0,2010/3/01
南アメリカ計,3261.0,2010/3/01
台湾,89524.0,2010/3/01
無国籍・その他,53.0,2010/3/01
米国,71553.0,2010/3/01
英国,17809.0,2010/3/01
豪州,20473.0,2010/3/01
韓国,169295.0,2010/3/01
香港,36366.0,2010/3/01
アイルランド,864.0,2010/4/01
アフリカ計,1718.0,2010/4/01
イスラエル,2225.0,2010/4/01
イタリア,5536.0,2010/4/01
インド,5557.0,2010/4/01
インドネシア,6774.0,2010/4/01
オセアニア計,21342.0,2010/4/01
オランダ,2934.0,2010/4/01
オーストリア,1196.0,2010/4/01
カナダ,15332.0,2010/4/01
シンガポール,13817.0,2010/4/01
スイス,2903.0,2010/4/01
スウェーデン,2998.0,2010/4/01
